andel_kryss_valkrets,grund,id,kommun,mandat,namn,nummer,parti,partiprocent,partiröster,stol,summa_kryss_valkrets,summa_röster_valkrets,valkrets,ålder
"39,20",P,243427,Munkedal,7,Ann-Sofie Alm,1,M,19.33,1305,vald,2647,6752,Munkedal,46
"39,20",J,254818,Munkedal,7,Jan Hognert,2,M,19.33,1305,vald,2647,6752,Munkedal,67
"39,20",J,254819,Munkedal,7,Ausra Karlsson,3,M,19.33,1305,vald,2647,6752,Munkedal,48
"39,20",J,243439,Munkedal,7,Robin Karlsson Dahlgren,4,M,19.33,1305,vald,2647,6752,Munkedal,20
"39,20",J,254822,Munkedal,7,Martin Svenberg Rödin,5,M,19.33,1305,vald,2647,6752,Munkedal,41
"39,20",J,254823,Munkedal,7,Ulla Gustafsson,6,M,19.33,1305,vald,2647,6752,Munkedal,70
"39,20",J,254825,Munkedal,7,Johnny Ernflykt,7,M,19.33,1305,vald,2647,6752,Munkedal,36
"39,20",,254826,Munkedal,7,Malin Corner,1,M,19.33,1305,ersättare,2647,6752,Munkedal,43
"39,20",,254827,Munkedal,7,Gunnar Fredriksson,2,M,19.33,1305,ersättare,2647,6752,Munkedal,71
"39,20",,254828,Munkedal,7,Henrik Palm,3,M,19.33,1305,ersättare,2647,6752,Munkedal,39
"39,20",,254829,Munkedal,7,Linda Wighed,4,M,19.33,1305,ersättare,2647,6752,Munkedal,44
"39,20",P,1893,Munkedal,4,Christer Nilsson,1,C,12.46,841,vald,2647,6752,Munkedal,54
"39,20",P,6889,Munkedal,4,Karl-Anders Andersson,2,C,12.46,841,vald,2647,6752,Munkedal,63
"39,20",P,1875,Munkedal,4,Lars-Göran Sunesson,3,C,12.46,841,vald,2647,6752,Munkedal,49
"39,20",J,1891,Munkedal,4,Carina Thorstensson,4,C,12.46,841,vald,2647,6752,Munkedal,55
"39,20",,6892,Munkedal,4,Helena Hansson,1,C,12.46,841,ersättare,2647,6752,Munkedal,39
"39,20",,1887,Munkedal,4,Lovisa Svensson,2,C,12.46,841,ersättare,2647,6752,Munkedal,21
"39,20",P,235557,Munkedal,2,Göran Nyberg,1,L,6.87,464,vald,2647,6752,Munkedal,65
"39,20",J,235554,Munkedal,2,Karin Blomstrand,2,L,6.87,464,vald,2647,6752,Munkedal,61
"39,20",,235555,Munkedal,2,Anna Höglind,1,L,6.87,464,ersättare,2647,6752,Munkedal,40
"39,20",,235556,Munkedal,2,Johan Magnusson,2,L,6.87,464,ersättare,2647,6752,Munkedal,58
"39,20",P,248812,Munkedal,2,Fredrik Olsson,1,KD,4.93,333,vald,2647,6752,Munkedal,46
"39,20",J,249765,Munkedal,2,Rolf Jacobsson,2,KD,4.93,333,vald,2647,6752,Munkedal,69
"39,20",,249766,Munkedal,2,Olle Olsson,1,KD,4.93,333,ersättare,2647,6752,Munkedal,67
"39,20",,249767,Munkedal,2,Nina Andersson,2,KD,4.93,333,ersättare,2647,6752,Munkedal,71
"39,20",P,42088,Munkedal,8,Liza Kettil,1,S,22.91,1547,vald,2647,6752,Munkedal,39
"39,20",J,42089,Munkedal,8,Rolf Berg,2,S,22.91,1547,vald,2647,6752,Munkedal,67
"39,20",J,42090,Munkedal,8,Maria Sundell,3,S,22.91,1547,vald,2647,6752,Munkedal,55
"39,20",J,42091,Munkedal,8,Per-Arne Brink,4,S,22.91,1547,vald,2647,6752,Munkedal,65
"39,20",J,42092,Munkedal,8,Regina Johansson,5,S,22.91,1547,vald,2647,6752,Munkedal,27
"39,20",J,42093,Munkedal,8,Caritha Jacobsson,6,S,22.91,1547,vald,2647,6752,Munkedal,59
"39,20",J,42095,Munkedal,8,Pia Hässlebräcke,7,S,22.91,1547,vald,2647,6752,Munkedal,56
"39,20",J,42096,Munkedal,8,Leif Karlsson,8,S,22.91,1547,vald,2647,6752,Munkedal,67
"39,20",,42097,Munkedal,8,Jenny Jansson,1,S,22.91,1547,ersättare,2647,6752,Munkedal,40
"39,20",,42098,Munkedal,8,Håkan Bergqvist,2,S,22.91,1547,ersättare,2647,6752,Munkedal,52
"39,20",,42099,Munkedal,8,Yvonne Martinsson,3,S,22.91,1547,ersättare,2647,6752,Munkedal,69
"39,20",,42100,Munkedal,8,Hisham Alamro,4,S,22.91,1547,ersättare,2647,6752,Munkedal,28
"39,20",J,315647,Munkedal,2,Malin Svedjenäs,1,V,5.72,386,vald,2647,6752,Munkedal,27
"39,20",J,315648,Munkedal,2,Ove Göransson,2,V,5.72,386,vald,2647,6752,Munkedal,71
"39,20",,315649,Munkedal,2,Irene Barfoot Ekelund,1,V,5.72,386,ersättare,2647,6752,Munkedal,60
"39,20",,315650,Munkedal,2,Tiina Hemberg,2,V,5.72,386,ersättare,2647,6752,Munkedal,33
"39,20",J,84733,Munkedal,1,Hans-Joachim Isenheim,1,MP,2.74,185,vald,2647,6752,Munkedal,62
"39,20",,294953,Munkedal,1,Ayman Shehadeh,1,MP,2.74,185,ersättare,2647,6752,Munkedal,42
"39,20",,294954,Munkedal,1,Nina Isenheim,2,MP,2.74,185,ersättare,2647,6752,Munkedal,56
"39,20",P,62513,Munkedal,9,Matheus Enholm,1,SD,24.76,1672,vald,2647,6752,Munkedal,39
"39,20",P,62514,Munkedal,9,Heikki Klaavuniemi,2,SD,24.76,1672,vald,2647,6752,Munkedal,35
"39,20",J,62516,Munkedal,9,Christoffer Wallin,3,SD,24.76,1672,vald,2647,6752,Munkedal,27
"39,20",J,62517,Munkedal,9,Pontus Reuterbratt,4,SD,24.76,1672,vald,2647,6752,Munkedal,28
"39,20",J,62518,Munkedal,9,Christer Börjesson,5,SD,24.76,1672,vald,2647,6752,Munkedal,64
"39,20",J,62519,Munkedal,9,Tony Hansson,6,SD,24.76,1672,vald,2647,6752,Munkedal,26
"39,20",J,62520,Munkedal,9,Mathias Johansson,7,SD,24.76,1672,vald,2647,6752,Munkedal,46
"39,20",J,62521,Munkedal,9,Marko Pasanen,8,SD,24.76,1672,vald,2647,6752,Munkedal,45
"39,20",J,495912,Munkedal,9,Bo Ericson,9,SD,24.76,1672,vald,2647,6752,Munkedal,63
"39,20",,62525,Munkedal,9,Linn Hermansson,1,SD,24.76,1672,ersättare,2647,6752,Munkedal,28
"39,20",,62523,Munkedal,9,Peter Andersson,2,SD,24.76,1672,ersättare,2647,6752,Munkedal,46
"39,20",,495915,Munkedal,9,Carolina Gedda,3,SD,24.76,1672,ersättare,2647,6752,Munkedal,35
"39,20",,62524,Munkedal,9,Jan Peterson,4,SD,24.76,1672,ersättare,2647,6752,Munkedal,55
"39,20",,495917,Munkedal,9,Maria Pasanen,5,SD,24.76,1672,ersättare,2647,6752,Munkedal,48
"32,96",P,359038,Olofström,5,Patrik Krupa,1,M,8.98,767,vald,2816,8544,Olofström,51
"32,96",J,359039,Olofström,5,Marianne Eriksson,2,M,8.98,767,vald,2816,8544,Olofström,65
"32,96",J,359040,Olofström,5,Britta Lindgren,3,M,8.98,767,vald,2816,8544,Olofström,61
"32,96",J,359041,Olofström,5,Monica Carlsson,4,M,8.98,767,vald,2816,8544,Olofström,68
"32,96",J,359042,Olofström,5,Niklas Nordström,5,M,8.98,767,vald,2816,8544,Olofström,53
"32,96",,359043,Olofström,5,Torsten Cairenius,1,M,8.98,767,ersättare,2816,8544,Olofström,76
"32,96",,359044,Olofström,5,Bekim Tabaku,2,M,8.98,767,ersättare,2816,8544,Olofström,46
"32,96",,359045,Olofström,5,Erzsebet Belsö,3,M,8.98,767,ersättare,2816,8544,Olofström,67
"32,96",P,179750,Olofström,7,Rolf Jönsson,1,C,13.97,1194,vald,2816,8544,Olofström,59
"32,96",P,179749,Olofström,7,Malin Åman,2,C,13.97,1194,vald,2816,8544,Olofström,47
"32,96",J,179758,Olofström,7,Andreas Brovall,3,C,13.97,1194,vald,2816,8544,Olofström,41
"32,96",J,190815,Olofström,7,Anna Blissing,4,C,13.97,1194,vald,2816,8544,Olofström,36
"32,96",J,190816,Olofström,7,Gert Gustavsson,5,C,13.97,1194,vald,2816,8544,Olofström,76
"32,96",J,190817,Olofström,7,Maj Lindström,6,C,13.97,1194,vald,2816,8544,Olofström,51
"32,96",J,190818,Olofström,7,Bodil Jönsson,7,C,13.97,1194,vald,2816,8544,Olofström,57
"32,96",,190819,Olofström,7,Thomas Eriksson,1,C,13.97,1194,ersättare,2816,8544,Olofström,47
"32,96",,190820,Olofström,7,Susanne Mustig,2,C,13.97,1194,ersättare,2816,8544,Olofström,56
"32,96",,190821,Olofström,7,Bengt Olof Nilsson,3,C,13.97,1194,ersättare,2816,8544,Olofström,64
"32,96",,190822,Olofström,7,Tina Svensson,4,C,13.97,1194,ersättare,2816,8544,Olofström,41
"32,96",P,453465,Olofström,2,Klavs Wix Nielsen,1,KD,4.26,364,vald,2816,8544,Olofström,72
"32,96",J,454626,Olofström,2,Thommy Svensson,2,KD,4.26,364,vald,2816,8544,Olofström,72
"32,96",,454628,Olofström,2,Inger Ahnberg,1,KD,4.26,364,ersättare,2816,8544,Olofström,59
"32,96",,453462,Olofström,2,James Sandstedt,2,KD,4.26,364,ersättare,2816,8544,Olofström,64
"32,96",P,276761,Olofström,21,Sara Rudolfsson,1,S,42.56,3636,vald,2816,8544,Olofström,41
"32,96",J,276762,Olofström,21,Jan Björkman,2,S,42.56,3636,vald,2816,8544,Olofström,68
"32,96",J,276989,Olofström,21,Annika Sjöstedt,3,S,42.56,3636,vald,2816,8544,Olofström,48
"32,96",J,276990,Olofström,21,Kjell-Åke Karlsson,4,S,42.56,3636,vald,2816,8544,Olofström,72
"32,96",J,276991,Olofström,21,Karmen Björkman,5,S,42.56,3636,vald,2816,8544,Olofström,52
"32,96",J,276992,Olofström,21,Kaj Joelsson,6,S,42.56,3636,vald,2816,8544,Olofström,61
"32,96",J,276993,Olofström,21,Pirjo Veteli,7,S,42.56,3636,vald,2816,8544,Olofström,60
"32,96",J,276994,Olofström,21,Rolf Persson,8,S,42.56,3636,vald,2816,8544,Olofström,70
"32,96",J,276995,Olofström,21,Yvonne Andréasson,9,S,42.56,3636,vald,2816,8544,Olofström,62
"32,96",J,276996,Olofström,21,Lars-Göran Karlsson,10,S,42.56,3636,vald,2816,8544,Olofström,75
"32,96",J,276997,Olofström,21,Sonja Lundh,11,S,42.56,3636,vald,2816,8544,Olofström,71
"32,96",J,276998,Olofström,21,Miroslav Milurovic,12,S,42.56,3636,vald,2816,8544,Olofström,66
"32,96",J,276999,Olofström,21,Linda Rehn,13,S,42.56,3636,vald,2816,8544,Olofström,37
"32,96",J,139669,Olofström,21,Patrik Sjöstedt,14,S,42.56,3636,vald,2816,8544,Olofström,53
"32,96",J,277001,Olofström,21,Tamam Abou Hamidan,15,S,42.56,3636,vald,2816,8544,Olofström,30
"32,96",J,139659,Olofström,21,Richard Pelle Vidén,16,S,42.56,3636,vald,2816,8544,Olofström,37
"32,96",J,278320,Olofström,21,Sandra Danielsson,17,S,42.56,3636,vald,2816,8544,Olofström,29
"32,96",J,278321,Olofström,21,Michael Henriksson,18,S,42.56,3636,vald,2816,8544,Olofström,55
"32,96",J,278322,Olofström,21,Marie Everlönn,19,S,42.56,3636,vald,2816,8544,Olofström,40
"32,96",J,278324,Olofström,21,Siw Henriksson,20,S,42.56,3636,vald,2816,8544,Olofström,75
"32,96",J,278325,Olofström,21,Dan Orvegren,21,S,42.56,3636,vald,2816,8544,Olofström,68
"32,96",,278326,Olofström,21,Marita Orvegren,1,S,42.56,3636,ersättare,2816,8544,Olofström,63
"32,96",,278327,Olofström,21,Mikael Kjellberg,2,S,42.56,3636,ersättare,2816,8544,Olofström,38
"32,96",,278328,Olofström,21,Eva Johnsson,3,S,42.56,3636,ersättare,2816,8544,Olofström,62
"32,96",,278329,Olofström,21,Håkan Assarsson,4,S,42.56,3636,ersättare,2816,8544,Olofström,50
"32,96",,278330,Olofström,21,Ingrid Karlsson,5,S,42.56,3636,ersättare,2816,8544,Olofström,79
"32,96",,278331,Olofström,21,Johnny Andréasson,6,S,42.56,3636,ersättare,2816,8544,Olofström,67
"32,96",,278332,Olofström,21,Siw Joelsson Bengtsson,7,S,42.56,3636,ersättare,2816,8544,Olofström,73
"32,96",,278333,Olofström,21,Erik Halling,8,S,42.56,3636,ersättare,2816,8544,Olofström,28
"32,96",,278334,Olofström,21,Anita Stark,9,S,42.56,3636,ersättare,2816,8544,Olofström,56
"32,96",,278335,Olofström,21,Sammy Gunnarsson,10,S,42.56,3636,ersättare,2816,8544,Olofström,27
"32,96",,278336,Olofström,21,Sam Vidén Jakobsson,11,S,42.56,3636,ersättare,2816,8544,Olofström,29
"32,96",J,294485,Olofström,3,Annika Lande,1,V,5.77,493,vald,2816,8544,Olofström,49
"32,96",J,301065,Olofström,3,Timmy Sulasalmi,2,V,5.77,493,vald,2816,8544,Olofström,30
"32,96",J,301066,Olofström,3,Karl Jonsson,3,V,5.77,493,vald,2816,8544,Olofström,77
"32,96",,301067,Olofström,3,Johnny Isaksson,1,V,5.77,493,ersättare,2816,8544,Olofström,71
"32,96",,301068,Olofström,3,Rolf Gustavsson,2,V,5.77,493,ersättare,2816,8544,Olofström,73
"32,96",P,125821,Olofström,11,Max Nielsen,1,SD,21.78,1861,vald,2816,8544,Olofström,54
"32,96",J,513968,Olofström,11,Niklas Nyström,11,SD,21.78,1861,vald,2816,8544,Olofström,25
"32,96",J,125822,Olofström,11,Anna-Lena Mattson,2,SD,21.78,1861,vald,2816,8544,Olofström,52
"32,96",J,125823,Olofström,11,Tommy Holmgren,3,SD,21.78,1861,vald,2816,8544,Olofström,46
"32,96",J,125824,Olofström,11,Pia Frej,4,SD,21.78,1861,vald,2816,8544,Olofström,61
"32,96",J,125828,Olofström,11,Peter Holmström,8,SD,21.78,1861,vald,2816,8544,Olofström,49
"32,96",,513143,Olofström,11,Eva Sepsei,1,SD,21.78,1861,ersättare,2816,8544,Olofström,41
"32,96",,515607,Olofström,11,Dan Rasmusson,2,SD,21.78,1861,ersättare,2816,8544,Olofström,30
"32,96",,515114,Olofström,11,Tom Olandersson,3,SD,21.78,1861,ersättare,2816,8544,Olofström,50
"32,96",,512259,Olofström,11,M C Belmonte Bravo Skyvell,4,SD,21.78,1861,ersättare,2816,8544,Olofström,50
"32,96",J,125825,Olofström,11,Rolf Witte,5,SD,21.78,1861,vald,2816,8544,Olofström,77
"32,96",J,125826,Olofström,11,Linda Röman,6,SD,21.78,1861,vald,2816,8544,Olofström,37
"32,96",J,125827,Olofström,11,Willy Salomonsson,7,SD,21.78,1861,vald,2816,8544,Olofström,53
"32,96",J,125829,Olofström,11,Daniel Pionk,9,SD,21.78,1861,vald,2816,8544,Olofström,45
"32,96",J,125830,Olofström,11,Yngve Svensson,10,SD,21.78,1861,vald,2816,8544,Olofström,66
"32,96",,513143,Olofström,11,Eva Sepsei,1,SD,21.78,1861,ersättare,2816,8544,Olofström,41
"32,96",,515607,Olofström,11,Dan Rasmusson,2,SD,21.78,1861,ersättare,2816,8544,Olofström,30
"32,96",,512259,Olofström,11,M C Belmonte Bravo Skyvell,3,SD,21.78,1861,ersättare,2816,8544,Olofström,50
"32,96",,515114,Olofström,11,Tom Olandersson,4,SD,21.78,1861,ersättare,2816,8544,Olofström,50
"27,66",P,243432,Trollhättan,8,Peter Eriksson,1,M,23.78,4636,vald,5393,19496,Trollhättan Norra,43
"27,66",J,243429,Trollhättan,8,Cecilia Gustafsson,2,M,23.78,4636,vald,5393,19496,Trollhättan Norra,46
"27,66",J,256141,Trollhättan,8,Remigiusz Bielinski,3,M,23.78,4636,vald,5393,19496,Trollhättan Norra,62
"27,66",J,243436,Trollhättan,8,Jennie Bergius Eriksson,4,M,23.78,4636,vald,5393,19496,Trollhättan Norra,36
"27,66",J,256143,Trollhättan,8,Sari Samuelsson,5,M,23.78,4636,vald,5393,19496,Trollhättan Norra,52
"27,66",J,256144,Trollhättan,8,Ulf Rörstad,6,M,23.78,4636,vald,5393,19496,Trollhättan Norra,68
"27,66",J,256145,Trollhättan,8,Carolina Cederlund,7,M,23.78,4636,vald,5393,19496,Trollhättan Norra,32
"27,66",J,256146,Trollhättan,8,Marie-Louise Coon,8,M,23.78,4636,vald,5393,19496,Trollhättan Norra,56
"27,66",,256152,Trollhättan,8,Pia Fogelberg,1,M,23.78,4636,ersättare,5393,19496,Trollhättan Norra,51
"27,66",,256153,Trollhättan,8,Lars Muregård,2,M,23.78,4636,ersättare,5393,19496,Trollhättan Norra,68
"27,66",,256154,Trollhättan,8,Anna Rudebou Svedung,3,M,23.78,4636,ersättare,5393,19496,Trollhättan Norra,45
"27,66",,256155,Trollhättan,8,Mousa Younis,4,M,23.78,4636,ersättare,5393,19496,Trollhättan Norra,52
"27,66",,256156,Trollhättan,8,Ann Eriksson Nordqvist,5,M,23.78,4636,ersättare,5393,19496,Trollhättan Norra,66
"27,66",,256157,Trollhättan,8,Jan-Erik Herranen,6,M,23.78,4636,ersättare,5393,19496,Trollhättan Norra,53
"27,66",,256158,Trollhättan,8,Ingrid Almén,7,M,23.78,4636,ersättare,5393,19496,Trollhättan Norra,78
"27,66",P,1866,Trollhättan,2,Sofia Lindholm,1,C,5.0,975,vald,5393,19496,Trollhättan Norra,40
"27,66",J,11639,Trollhättan,2,Niklas Edvinsson,2,C,5.0,975,vald,5393,19496,Trollhättan Norra,50
"27,66",,1980,Trollhättan,2,Mikael Arvemark,1,C,5.0,975,ersättare,5393,19496,Trollhättan Norra,35
"27,66",,11643,Trollhättan,2,Karin Grahn,2,C,5.0,975,ersättare,5393,19496,Trollhättan Norra,54
"27,66",E,245500,Trollhättan,2,Anders Castberger,1,L,5.8,1131,vald,5393,19496,Trollhättan Norra,68
"27,66",P,245501,Trollhättan,2,Erik Steiner,2,L,5.8,1131,vald,5393,19496,Trollhättan Norra,39
"27,66",,245502,Trollhättan,2,Noelia Johansson,1,L,5.8,1131,ersättare,5393,19496,Trollhättan Norra,32
"27,66",J,248796,Trollhättan,1,Penilla Gunther,1,KD,3.16,617,vald,5393,19496,Trollhättan Norra,54
"27,66",,248807,Trollhättan,1,Dana Blomster,1,KD,3.16,617,ersättare,5393,19496,Trollhättan Norra,39
"27,66",,493094,Trollhättan,1,Toni Naim,2,KD,3.16,617,ersättare,5393,19496,Trollhättan Norra,55
"27,66",E,101173,Trollhättan,12,Tony Georgiou,1,S,36.3,7078,vald,5393,19496,Trollhättan Norra,39
"27,66",E,101174,Trollhättan,12,Nina Ljungqvist,2,S,36.3,7078,vald,5393,19496,Trollhättan Norra,51
"27,66",E,101175,Trollhättan,12,Jonas Nilsson,3,S,36.3,7078,vald,5393,19496,Trollhättan Norra,30
"27,66",E,101176,Trollhättan,12,Patricia Valeria,4,S,36.3,7078,vald,5393,19496,Trollhättan Norra,68
"27,66",E,101177,Trollhättan,12,Andreas Parkås,5,S,36.3,7078,vald,5393,19496,Trollhättan Norra,41
"27,66",E,101178,Trollhättan,12,Lisa Thornadtsson,6,S,36.3,7078,vald,5393,19496,Trollhättan Norra,34
"27,66",E,101179,Trollhättan,12,Robin Mashallah,7,S,36.3,7078,vald,5393,19496,Trollhättan Norra,25
"27,66",E,101180,Trollhättan,12,Jennie Olsson-Örn,8,S,36.3,7078,vald,5393,19496,Trollhättan Norra,39
"27,66",E,101181,Trollhättan,12,Peter Johnsson,9,S,36.3,7078,vald,5393,19496,Trollhättan Norra,56
"27,66",E,101182,Trollhättan,12,Maud Bengtsson,10,S,36.3,7078,vald,5393,19496,Trollhättan Norra,60
"27,66",E,101183,Trollhättan,12,Tallat Abdel Mallak,11,S,36.3,7078,vald,5393,19496,Trollhättan Norra,63
"27,66",E,101184,Trollhättan,12,Annelie Fredriksson,12,S,36.3,7078,vald,5393,19496,Trollhättan Norra,64
"27,66",,101185,Trollhättan,12,Lars-Gunnar Andersson,1,S,36.3,7078,ersättare,5393,19496,Trollhättan Norra,71
"27,66",,101186,Trollhättan,12,Jolanta Walkow,2,S,36.3,7078,ersättare,5393,19496,Trollhättan Norra,55
"27,66",,101187,Trollhättan,12,Sven-Åke Möll,3,S,36.3,7078,ersättare,5393,19496,Trollhättan Norra,56
"27,66",,101188,Trollhättan,12,Hilkka Andersson,4,S,36.3,7078,ersättare,5393,19496,Trollhättan Norra,71
"27,66",,101189,Trollhättan,12,Alexander Myllyharju,5,S,36.3,7078,ersättare,5393,19496,Trollhättan Norra,25
"27,66",,101190,Trollhättan,12,Lillewi Forsberg,6,S,36.3,7078,ersättare,5393,19496,Trollhättan Norra,56
"27,66",,101191,Trollhättan,12,Moez Dharsani,7,S,36.3,7078,ersättare,5393,19496,Trollhättan Norra,26
"27,66",,101192,Trollhättan,12,Agnetha Andersson,8,S,36.3,7078,ersättare,5393,19496,Trollhättan Norra,57
"27,66",,101193,Trollhättan,12,Anders Rapp,9,S,36.3,7078,ersättare,5393,19496,Trollhättan Norra,51
"27,66",,101194,Trollhättan,12,Malin Stål,10,S,36.3,7078,ersättare,5393,19496,Trollhättan Norra,20
"27,66",,101195,Trollhättan,12,Peter Andersson,11,S,36.3,7078,ersättare,5393,19496,Trollhättan Norra,56
"27,66",,101196,Trollhättan,12,Sabina Dharsani,12,S,36.3,7078,ersättare,5393,19496,Trollhättan Norra,20
"27,66",J,313305,Trollhättan,2,Mattias Foldemark,1,V,6.47,1262,vald,5393,19496,Trollhättan Norra,41
"27,66",J,234444,Trollhättan,2,Lina Fryk Granat,2,V,6.47,1262,vald,5393,19496,Trollhättan Norra,37
"27,66",,234427,Trollhättan,2,Tobias Sandberg,1,V,6.47,1262,ersättare,5393,19496,Trollhättan Norra,29
"27,66",,313309,Trollhättan,2,Tobias Hval,2,V,6.47,1262,ersättare,5393,19496,Trollhättan Norra,39
"27,66",P,77486,Trollhättan,2,Esther O'Hara,1,MP,4.37,852,vald,5393,19496,Trollhättan Norra,59
"27,66",J,77487,Trollhättan,2,Jens Jönsson,2,MP,4.37,852,vald,5393,19496,Trollhättan Norra,30
"27,66",,77488,Trollhättan,2,Camilla Andersson,1,MP,4.37,852,ersättare,5393,19496,Trollhättan Norra,50
"27,66",,77489,Trollhättan,2,Leon Viking,2,MP,4.37,852,ersättare,5393,19496,Trollhättan Norra,18
"27,66",E,68443,Trollhättan,4,Ingela Lundberg,1,SD,11.63,2268,vald,5393,19496,Trollhättan Norra,44
"27,66",E,68444,Trollhättan,4,Bert-Ove Bonta,2,SD,11.63,2268,vald,5393,19496,Trollhättan Norra,67
"27,66",E,68445,Trollhättan,4,Monica Tenberg,3,SD,11.63,2268,vald,5393,19496,Trollhättan Norra,56
"27,66",J,68441,Trollhättan,4,Erland Larsson,4,SD,11.63,2268,vald,5393,19496,Trollhättan Norra,58
"27,66",,68446,Trollhättan,4,Jarno Vallius,1,SD,11.63,2268,ersättare,5393,19496,Trollhättan Norra,44
"27,66",,68447,Trollhättan,4,Paul Öhman,2,SD,11.63,2268,ersättare,5393,19496,Trollhättan Norra,70
"27,66",,68448,Trollhättan,4,Leo Stridh,3,SD,11.63,2268,ersättare,5393,19496,Trollhättan Norra,77
"27,66",,68449,Trollhättan,4,Magnus Martinsson,4,SD,11.63,2268,ersättare,5393,19496,Trollhättan Norra,46
"34,90",E,254200,Trollhättan,5,Angelica Lundgren Bielinski,1,M,17.06,3032,vald,6201,17770,Trollhättan Södra,38
"34,90",E,256148,Trollhättan,5,Michael Meijer,2,M,17.06,3032,vald,6201,17770,Trollhättan Södra,55
"34,90",E,254210,Trollhättan,5,Annicka Johansson,3,M,17.06,3032,vald,6201,17770,Trollhättan Södra,52
"34,90",E,256150,Trollhättan,5,William Arkemar,4,M,17.06,3032,vald,6201,17770,Trollhättan Södra,20
"34,90",E,256151,Trollhättan,5,Aaliyah Faduma Hassan,5,M,17.06,3032,vald,6201,17770,Trollhättan Södra,26
"34,90",,256152,Trollhättan,5,Pia Fogelberg,1,M,17.06,3032,ersättare,6201,17770,Trollhättan Södra,51
"34,90",,256153,Trollhättan,5,Lars Muregård,2,M,17.06,3032,ersättare,6201,17770,Trollhättan Södra,68
"34,90",,256154,Trollhättan,5,Anna Rudebou Svedung,3,M,17.06,3032,ersättare,6201,17770,Trollhättan Södra,45
"34,90",,256155,Trollhättan,5,Mousa Younis,4,M,17.06,3032,ersättare,6201,17770,Trollhättan Södra,52
"34,90",,256156,Trollhättan,5,Ann Eriksson Nordqvist,5,M,17.06,3032,ersättare,6201,17770,Trollhättan Södra,66
"34,90",,256157,Trollhättan,5,Jan-Erik Herranen,6,M,17.06,3032,ersättare,6201,17770,Trollhättan Södra,53
"34,90",,256158,Trollhättan,5,Ingrid Almén,7,M,17.06,3032,ersättare,6201,17770,Trollhättan Södra,78
"34,90",P,1876,Trollhättan,2,Kent Almkvist,1,C,6.92,1230,vald,6201,17770,Trollhättan Södra,66
"34,90",E,11640,Trollhättan,2,Ida Karlsson,2,C,6.92,1230,vald,6201,17770,Trollhättan Södra,38
"34,90",,1980,Trollhättan,2,Mikael Arvemark,1,C,6.92,1230,ersättare,6201,17770,Trollhättan Södra,35
"34,90",,11643,Trollhättan,2,Karin Grahn,2,C,6.92,1230,ersättare,6201,17770,Trollhättan Södra,54
"34,90",P,245499,Trollhättan,1,Rita Paulsson Svensson,1,L,4.32,768,vald,6201,17770,Trollhättan Södra,42
"34,90",,245509,Trollhättan,1,Raul Eriksson,1,L,4.32,768,ersättare,6201,17770,Trollhättan Södra,48
"34,90",P,248804,Trollhättan,1,Bedros Cicek,1,KD,3.64,646,vald,6201,17770,Trollhättan Södra,53
"34,90",,248807,Trollhättan,1,Dana Blomster,1,KD,3.64,646,ersättare,6201,17770,Trollhättan Södra,39
"34,90",,493094,Trollhättan,1,Toni Naim,2,KD,3.64,646,ersättare,6201,17770,Trollhättan Södra,55
"34,90",P,101161,Trollhättan,12,Paul Åkerlund,1,S,39.67,7049,vald,6201,17770,Trollhättan Södra,58
"34,90",J,101162,Trollhättan,12,Monica Hanson,2,S,39.67,7049,vald,6201,17770,Trollhättan Södra,60
"34,90",J,101163,Trollhättan,12,Mats Wiking,3,S,39.67,7049,vald,6201,17770,Trollhättan Södra,56
"34,90",J,101164,Trollhättan,12,Sofia Andersson,4,S,39.67,7049,vald,6201,17770,Trollhättan Södra,23
"34,90",J,101165,Trollhättan,12,Bengt Karlsson,5,S,39.67,7049,vald,6201,17770,Trollhättan Södra,60
"34,90",J,101166,Trollhättan,12,Ann-Christin Holgersson,6,S,39.67,7049,vald,6201,17770,Trollhättan Södra,65
"34,90",J,101167,Trollhättan,12,Mussa Selim,7,S,39.67,7049,vald,6201,17770,Trollhättan Södra,40
"34,90",J,101168,Trollhättan,12,Margreth Johnsson,8,S,39.67,7049,vald,6201,17770,Trollhättan Södra,67
"34,90",J,101169,Trollhättan,12,Mikael Sundström,9,S,39.67,7049,vald,6201,17770,Trollhättan Södra,47
"34,90",J,101170,Trollhättan,12,Carina Lorentzon,10,S,39.67,7049,vald,6201,17770,Trollhättan Södra,63
"34,90",J,101171,Trollhättan,12,Gert-Inge Andersson,11,S,39.67,7049,vald,6201,17770,Trollhättan Södra,68
"34,90",J,101172,Trollhättan,12,Malin Johansson,12,S,39.67,7049,vald,6201,17770,Trollhättan Södra,49
"34,90",,101185,Trollhättan,12,Lars-Gunnar Andersson,1,S,39.67,7049,ersättare,6201,17770,Trollhättan Södra,71
"34,90",,101186,Trollhättan,12,Jolanta Walkow,2,S,39.67,7049,ersättare,6201,17770,Trollhättan Södra,55
"34,90",,101187,Trollhättan,12,Sven-Åke Möll,3,S,39.67,7049,ersättare,6201,17770,Trollhättan Södra,56
"34,90",,101188,Trollhättan,12,Hilkka Andersson,4,S,39.67,7049,ersättare,6201,17770,Trollhättan Södra,71
"34,90",,101189,Trollhättan,12,Alexander Myllyharju,5,S,39.67,7049,ersättare,6201,17770,Trollhättan Södra,25
