andel_kryss_valkrets,grund,id,kommun,mandat,namn,nummer,parti,partiprocent,partiröster,stol,summa_kryss_valkrets,summa_röster_valkrets,valkrets,ålder
"39,20",,86340,Vetlanda,12,Conny Axelsson,5,S,26.14,4652,ersättare,6978,17799,Vetlanda,71
"39,20",,86341,Vetlanda,12,Liridona Gashi,6,S,26.14,4652,ersättare,6978,17799,Vetlanda,18
"39,20",P,313006,Vetlanda,2,Viveka Jarflod,1,V,3.28,583,vald,6978,17799,Vetlanda,62
"39,20",J,230786,Vetlanda,2,Michael Hellqvist,2,V,3.28,583,vald,6978,17799,Vetlanda,52
"39,20",,313007,Vetlanda,2,Jessica Nilsson,1,V,3.28,583,ersättare,6978,17799,Vetlanda,45
"39,20",,230776,Vetlanda,2,Tommy Bengtsson,2,V,3.28,583,ersättare,6978,17799,Vetlanda,70
"39,20",P,126280,Vetlanda,5,Björn Fälth,1,SD,11.49,2045,vald,6978,17799,Vetlanda,54
"39,20",P,126285,Vetlanda,5,Mikael Loberg,2,SD,11.49,2045,vald,6978,17799,Vetlanda,54
"39,20",P,126287,Vetlanda,5,Arne Zetterberg,3,SD,11.49,2045,vald,6978,17799,Vetlanda,66
"39,20",J,126281,Vetlanda,5,Arne Larsson,4,SD,11.49,2045,vald,6978,17799,Vetlanda,54
"39,20",J,126282,Vetlanda,5,Pia Fälth,5,SD,11.49,2045,vald,6978,17799,Vetlanda,50
"39,20",,126283,Vetlanda,5,Ingrid Holm,1,SD,11.49,2045,ersättare,6978,17799,Vetlanda,67
"39,20",,126284,Vetlanda,5,Jonna Andreasen,2,SD,11.49,2045,ersättare,6978,17799,Vetlanda,63
"39,20",,126286,Vetlanda,5,Bengt Allan Klang,3,SD,11.49,2045,ersättare,6978,17799,Vetlanda,72
"39,20",P,399724,Vetlanda,8,Jan Johansson,1,VF,18.14,3229,vald,6978,17799,Vetlanda,69
"39,20",J,399725,Vetlanda,8,Lola Frödeberg,2,VF,18.14,3229,vald,6978,17799,Vetlanda,54
"39,20",J,399726,Vetlanda,8,Lars Brihall,3,VF,18.14,3229,vald,6978,17799,Vetlanda,58
"39,20",J,399727,Vetlanda,8,Maria Forsberg Brihall,4,VF,18.14,3229,vald,6978,17799,Vetlanda,56
"39,20",J,399728,Vetlanda,8,Roger Eriksson,5,VF,18.14,3229,vald,6978,17799,Vetlanda,53
"39,20",J,399729,Vetlanda,8,Malin Brihall,6,VF,18.14,3229,vald,6978,17799,Vetlanda,22
"39,20",J,399730,Vetlanda,8,Tommy Glans,7,VF,18.14,3229,vald,6978,17799,Vetlanda,69
"39,20",J,399731,Vetlanda,8,Monica Högberg,8,VF,18.14,3229,vald,6978,17799,Vetlanda,54
"39,20",,399732,Vetlanda,8,Inge Bengtsson,1,VF,18.14,3229,ersättare,6978,17799,Vetlanda,62
"39,20",,399733,Vetlanda,8,Petra Brannestam,2,VF,18.14,3229,ersättare,6978,17799,Vetlanda,56
"39,20",,399734,Vetlanda,8,Anders Gustavsson,3,VF,18.14,3229,ersättare,6978,17799,Vetlanda,64
"39,20",,399735,Vetlanda,8,Niklas Hugosson,4,VF,18.14,3229,ersättare,6978,17799,Vetlanda,45
"40,71",P,254319,Mariestad,18,Johan Abrahamsson,1,M,37.42,6119,vald,6657,16354,Mariestad,47
"40,71",J,254326,Mariestad,18,Anette Karlsson,2,M,37.42,6119,vald,6657,16354,Mariestad,57
"40,71",J,256909,Mariestad,18,Henrik Karlsson,3,M,37.42,6119,vald,6657,16354,Mariestad,52
"40,71",J,253992,Mariestad,18,Erik Ekblom,4,M,37.42,6119,vald,6657,16354,Mariestad,43
"40,71",J,254363,Mariestad,18,Sandra Magnusson,5,M,37.42,6119,vald,6657,16354,Mariestad,23
"40,71",J,253974,Mariestad,18,Sten Bergheden,6,M,37.42,6119,vald,6657,16354,Mariestad,53
"40,71",J,256913,Mariestad,18,Anna Mossberg,7,M,37.42,6119,vald,6657,16354,Mariestad,61
"40,71",J,254366,Mariestad,18,Göte Andersson,8,M,37.42,6119,vald,6657,16354,Mariestad,40
"40,71",J,256915,Mariestad,18,Anders Bredelius,9,M,37.42,6119,vald,6657,16354,Mariestad,68
"40,71",J,256916,Mariestad,18,Ola Jonegård,10,M,37.42,6119,vald,6657,16354,Mariestad,32
"40,71",J,256917,Mariestad,18,Yvonne Gogolin,11,M,37.42,6119,vald,6657,16354,Mariestad,57
"40,71",J,256918,Mariestad,18,Richard Thorell,12,M,37.42,6119,vald,6657,16354,Mariestad,34
"40,71",J,256919,Mariestad,18,Cathrine Kronberg,13,M,37.42,6119,vald,6657,16354,Mariestad,68
"40,71",J,256920,Mariestad,18,Björn Fagerlund,14,M,37.42,6119,vald,6657,16354,Mariestad,74
"40,71",J,256921,Mariestad,18,Urban Claesson,15,M,37.42,6119,vald,6657,16354,Mariestad,65
"40,71",J,256922,Mariestad,18,John-Gunnar Nilsson,16,M,37.42,6119,vald,6657,16354,Mariestad,77
"40,71",J,256923,Mariestad,18,Rolf Rutgersson,17,M,37.42,6119,vald,6657,16354,Mariestad,70
"40,71",J,256924,Mariestad,18,Elin Abrahamsson,18,M,37.42,6119,vald,6657,16354,Mariestad,18
"40,71",,256925,Mariestad,18,Anita Ahl,1,M,37.42,6119,ersättare,6657,16354,Mariestad,75
"40,71",,256926,Mariestad,18,Liselotte Andersson,2,M,37.42,6119,ersättare,6657,16354,Mariestad,67
"40,71",,256927,Mariestad,18,Jonny Odhner,3,M,37.42,6119,ersättare,6657,16354,Mariestad,71
"40,71",,256928,Mariestad,18,Margareta Berggren,4,M,37.42,6119,ersättare,6657,16354,Mariestad,78
"40,71",,256929,Mariestad,18,Johan Magnusson,5,M,37.42,6119,ersättare,6657,16354,Mariestad,49
"40,71",,256930,Mariestad,18,Katarina Brydzinski,6,M,37.42,6119,ersättare,6657,16354,Mariestad,47
"40,71",,256931,Mariestad,18,Hannelore Fredriksson,7,M,37.42,6119,ersättare,6657,16354,Mariestad,80
"40,71",,254349,Mariestad,18,Björn Mossberg,8,M,37.42,6119,ersättare,6657,16354,Mariestad,61
"40,71",,256933,Mariestad,18,Börje Andersson,9,M,37.42,6119,ersättare,6657,16354,Mariestad,67
"40,71",P,3202,Mariestad,4,Jan Wahn,1,C,7.55,1234,vald,6657,16354,Mariestad,65
"40,71",P,3854,Mariestad,4,Anders Karlsson,2,C,7.55,1234,vald,6657,16354,Mariestad,46
"40,71",J,3224,Mariestad,4,Helena Hallerhed,3,C,7.55,1234,vald,6657,16354,Mariestad,52
"40,71",J,3268,Mariestad,4,Leif Andersson,4,C,7.55,1234,vald,6657,16354,Mariestad,59
"40,71",,3258,Mariestad,4,Emil Gullbrantz,1,C,7.55,1234,ersättare,6657,16354,Mariestad,42
"40,71",,3859,Mariestad,4,Agneta Larsson,2,C,7.55,1234,ersättare,6657,16354,Mariestad,39
"40,71",P,46538,Mariestad,2,Johan Gotthardsson,1,L,3.31,541,vald,6657,16354,Mariestad,34
"40,71",P,40061,Mariestad,2,Jan Hallström,2,L,3.31,541,vald,6657,16354,Mariestad,51
"40,71",,46536,Mariestad,2,Göran Hellström,1,L,3.31,541,ersättare,6657,16354,Mariestad,66
"40,71",,46537,Mariestad,2,Wassen Abdul,2,L,3.31,541,ersättare,6657,16354,Mariestad,43
"40,71",P,275572,Mariestad,2,Morgan Forsberg,1,KD,3.91,639,vald,6657,16354,Mariestad,42
"40,71",P,275573,Mariestad,2,Emma Sjögren,2,KD,3.91,639,vald,6657,16354,Mariestad,40
"40,71",,274608,Mariestad,2,Sven-Inge Eriksson,1,KD,3.91,639,ersättare,6657,16354,Mariestad,60
"40,71",,275575,Mariestad,2,Lars Alfredsson,2,KD,3.91,639,ersättare,6657,16354,Mariestad,53
"40,71",P,40659,Mariestad,13,Ida Ekeroth,1,S,27.31,4467,vald,6657,16354,Mariestad,27
"40,71",J,40660,Mariestad,13,Janne Jansson,2,S,27.31,4467,vald,6657,16354,Mariestad,49
"40,71",J,40661,Mariestad,13,Linnéa Wall,3,S,27.31,4467,vald,6657,16354,Mariestad,58
"40,71",J,40662,Mariestad,13,Sebastian Clausson,4,S,27.31,4467,vald,6657,16354,Mariestad,36
"40,71",J,40663,Mariestad,13,Anita Olausson,5,S,27.31,4467,vald,6657,16354,Mariestad,65
"40,71",J,40664,Mariestad,13,Leif Udéhn,6,S,27.31,4467,vald,6657,16354,Mariestad,59
"40,71",J,40665,Mariestad,13,Tuula Ojala,7,S,27.31,4467,vald,6657,16354,Mariestad,68
"40,71",J,40666,Mariestad,13,Ola Bertilsson,8,S,27.31,4467,vald,6657,16354,Mariestad,63
"40,71",J,40667,Mariestad,13,Catarina Åkerblad,9,S,27.31,4467,vald,6657,16354,Mariestad,61
"40,71",J,40668,Mariestad,13,Sture Pettersson,10,S,27.31,4467,vald,6657,16354,Mariestad,58
"40,71",J,40669,Mariestad,13,Lillemor Ågren,11,S,27.31,4467,vald,6657,16354,Mariestad,44
"40,71",J,40670,Mariestad,13,Björn Nilsson,12,S,27.31,4467,vald,6657,16354,Mariestad,60
"40,71",J,40671,Mariestad,13,Gun-Britt Alenljung,13,S,27.31,4467,vald,6657,16354,Mariestad,68
"40,71",,40672,Mariestad,13,Nils Farken,1,S,27.31,4467,ersättare,6657,16354,Mariestad,44
"40,71",,40673,Mariestad,13,Marianne Johansson,2,S,27.31,4467,ersättare,6657,16354,Mariestad,68
"40,71",,40674,Mariestad,13,Leif Andersson,3,S,27.31,4467,ersättare,6657,16354,Mariestad,66
"40,71",,40675,Mariestad,13,Marina Smedberg,4,S,27.31,4467,ersättare,6657,16354,Mariestad,50
"40,71",,40676,Mariestad,13,Mathias Törnblom,5,S,27.31,4467,ersättare,6657,16354,Mariestad,43
"40,71",,40677,Mariestad,13,Ninni Larsson,6,S,27.31,4467,ersättare,6657,16354,Mariestad,66
"40,71",,40678,Mariestad,13,Leif Johansson,7,S,27.31,4467,ersättare,6657,16354,Mariestad,65
"40,71",P,70512,Mariestad,3,Per Rosengren,1,V,5.56,909,vald,6657,16354,Mariestad,67
"40,71",P,70511,Mariestad,3,Marie Engström Rosengren,2,V,5.56,909,vald,6657,16354,Mariestad,65
"40,71",J,70513,Mariestad,3,Britta Wänström,3,V,5.56,909,vald,6657,16354,Mariestad,37
"40,71",,70514,Mariestad,3,Chris Nygren,1,V,5.56,909,ersättare,6657,16354,Mariestad,68
"40,71",,70515,Mariestad,3,Monika Kindberg,2,V,5.56,909,ersättare,6657,16354,Mariestad,47
"40,71",J,6156,Mariestad,1,Mats Karlsson,1,MP,2.28,373,vald,6657,16354,Mariestad,64
"40,71",,91357,Mariestad,1,Wera Lycken,1,MP,2.28,373,ersättare,6657,16354,Mariestad,61
"40,71",,91358,Mariestad,1,Bengt Erik Askerlund,2,MP,2.28,373,ersättare,6657,16354,Mariestad,74
"40,71",P,217113,Mariestad,4,Riitaa Holmblad,1,SD,7.76,1269,vald,6657,16354,Mariestad,66
"40,71",J,61136,Mariestad,4,Per-Olof Henningsson,2,SD,7.76,1269,vald,6657,16354,Mariestad,75
"40,71",J,217112,Mariestad,4,Carl-Gunnar Sand,3,SD,7.76,1269,vald,6657,16354,Mariestad,64
"40,71",J,217115,Mariestad,4,Joar Strid,4,SD,7.76,1269,vald,6657,16354,Mariestad,23
"40,71",,217116,Mariestad,4,Per Johansson,1,SD,7.76,1269,ersättare,6657,16354,Mariestad,38
"40,71",,217117,Mariestad,4,Tomas Dahlén,2,SD,7.76,1269,ersättare,6657,16354,Mariestad,54
"40,71",P,464079,Mariestad,2,Henrik Andersson,1,MaP,4.61,754,vald,6657,16354,Mariestad,27
"40,71",P,464080,Mariestad,2,Henrik Claesson,2,MaP,4.61,754,vald,6657,16354,Mariestad,40
"40,71",,464081,Mariestad,2,Jerry Kullberg,1,MaP,4.61,754,ersättare,6657,16354,Mariestad,43
"40,71",,464082,Mariestad,2,Johan Jansson,2,MaP,4.61,754,ersättare,6657,16354,Mariestad,36
"30,38",P,26552,Lindesberg,8,Pär-Ove Lindqvist,1,M,17.16,2645,vald,4683,15415,Lindesberg,53
"30,38",J,140359,Lindesberg,8,Lillemor Bodman,2,M,17.16,2645,vald,4683,15415,Lindesberg,60
"30,38",J,140360,Lindesberg,8,Jan Hansson,3,M,17.16,2645,vald,4683,15415,Lindesberg,75
"30,38",J,57613,Lindesberg,8,Anniette Lindvall,4,M,17.16,2645,vald,4683,15415,Lindesberg,80
"30,38",J,57603,Lindesberg,8,Tomas Klockars,5,M,17.16,2645,vald,4683,15415,Lindesberg,46
"30,38",J,140363,Lindesberg,8,Fredrik Lindmark,6,M,17.16,2645,vald,4683,15415,Lindesberg,44
"30,38",J,140364,Lindesberg,8,Sven Erik Larsson,7,M,17.16,2645,vald,4683,15415,Lindesberg,76
"30,38",J,140365,Lindesberg,8,Emil Wellander,8,M,17.16,2645,vald,4683,15415,Lindesberg,18
"30,38",,57609,Lindesberg,8,Bertil Jansson,1,M,17.16,2645,ersättare,4683,15415,Lindesberg,61
"30,38",,57606,Lindesberg,8,Hassan Abdi Bidar,2,M,17.16,2645,ersättare,4683,15415,Lindesberg,48
"30,38",,57605,Lindesberg,8,Göran Gustafsson,3,M,17.16,2645,ersättare,4683,15415,Lindesberg,69
"30,38",,140369,Lindesberg,8,Anna Öfverström,4,M,17.16,2645,ersättare,4683,15415,Lindesberg,30
"30,38",P,57880,Lindesberg,6,Jonas Kleber,1,C,12.07,1861,vald,4683,15415,Lindesberg,57
"30,38",J,57871,Lindesberg,6,Susanne Karlsson,2,C,12.07,1861,vald,4683,15415,Lindesberg,51
"30,38",J,58648,Lindesberg,6,Magnus Eriksson,3,C,12.07,1861,vald,4683,15415,Lindesberg,43
"30,38",J,57881,Lindesberg,6,Inga Ängsteg,4,C,12.07,1861,vald,4683,15415,Lindesberg,56
"30,38",J,205019,Lindesberg,6,Johan Andersson,5,C,12.07,1861,vald,4683,15415,Lindesberg,41
"30,38",J,205020,Lindesberg,6,Tuula Marjeta,6,C,12.07,1861,vald,4683,15415,Lindesberg,68
"30,38",,58658,Lindesberg,6,Christina Pettersson,1,C,12.07,1861,ersättare,4683,15415,Lindesberg,70
"30,38",,205022,Lindesberg,6,Maria-Pia Karlsson,2,C,12.07,1861,ersättare,4683,15415,Lindesberg,37
"30,38",,205023,Lindesberg,6,Björn Pettersson,3,C,12.07,1861,ersättare,4683,15415,Lindesberg,76
"30,38",P,17243,Lindesberg,1,Nils Detlofsson,1,L,2.98,460,vald,4683,15415,Lindesberg,62
"30,38",,17242,Lindesberg,1,Sanna Jansson,1,L,2.98,460,ersättare,4683,15415,Lindesberg,23
"30,38",,17244,Lindesberg,1,Ingrid Rörick Richter,2,L,2.98,460,ersättare,4683,15415,Lindesberg,57
"30,38",J,216673,Lindesberg,2,Markus Lundin,1,KD,4.57,704,vald,4683,15415,Lindesberg,44
"30,38",J,216674,Lindesberg,2,Margareta Andergard,2,KD,4.57,704,vald,4683,15415,Lindesberg,55
"30,38",,216675,Lindesberg,2,Kent Hiding,1,KD,4.57,704,ersättare,4683,15415,Lindesberg,68
"30,38",,216676,Lindesberg,2,Sven-Göran Holm,2,KD,4.57,704,ersättare,4683,15415,Lindesberg,62
"30,38",P,71364,Lindesberg,14,Daniel Andersson,1,S,31.41,4842,vald,4683,15415,Lindesberg,31
"30,38",J,71363,Lindesberg,14,Irja Gustavsson,2,S,31.41,4842,vald,4683,15415,Lindesberg,61
"30,38",J,71365,Lindesberg,14,Linda Svahn,3,S,31.41,4842,vald,4683,15415,Lindesberg,37
"30,38",J,71366,Lindesberg,14,Jonas Bernström,4,S,31.41,4842,vald,4683,15415,Lindesberg,48
"30,38",J,71368,Lindesberg,14,John Omoomian,5,S,31.41,4842,vald,4683,15415,Lindesberg,49
"30,38",J,71369,Lindesberg,14,Ingela Larsson,6,S,31.41,4842,vald,4683,15415,Lindesberg,61
"30,38",J,71370,Lindesberg,14,Anders Ceder,7,S,31.41,4842,vald,4683,15415,Lindesberg,66
"30,38",J,71371,Lindesberg,14,Ulla Lundqvist,8,S,31.41,4842,vald,4683,15415,Lindesberg,65
"30,38",J,71372,Lindesberg,14,Nafih Mawlod,9,S,31.41,4842,vald,4683,15415,Lindesberg,59
"30,38",J,71373,Lindesberg,14,Renate Hermansson,10,S,31.41,4842,vald,4683,15415,Lindesberg,75
"30,38",J,71374,Lindesberg,14,Bengt Storbacka,11,S,31.41,4842,vald,4683,15415,Lindesberg,61
"30,38",J,71375,Lindesberg,14,Margareta Ahlm,12,S,31.41,4842,vald,4683,15415,Lindesberg,68
"30,38",J,71376,Lindesberg,14,Arnold Bengtsson,13,S,31.41,4842,vald,4683,15415,Lindesberg,68
"30,38",J,71377,Lindesberg,14,Lena Kallionpää,14,S,31.41,4842,vald,4683,15415,Lindesberg,50
"30,38",,71378,Lindesberg,14,Lennart Olsson,1,S,31.41,4842,ersättare,4683,15415,Lindesberg,66
"30,38",,71379,Lindesberg,14,Sandra Olsson,2,S,31.41,4842,ersättare,4683,15415,Lindesberg,33
"30,38",,71380,Lindesberg,14,Joacim Hermansson,3,S,31.41,4842,ersättare,4683,15415,Lindesberg,50
"30,38",,71381,Lindesberg,14,Sofie Krantz,4,S,31.41,4842,ersättare,4683,15415,Lindesberg,33
"30,38",,71382,Lindesberg,14,Bo Stenberg,5,S,31.41,4842,ersättare,4683,15415,Lindesberg,67
"30,38",,71383,Lindesberg,14,Kristine Andersson,6,S,31.41,4842,ersättare,4683,15415,Lindesberg,48
"30,38",,71384,Lindesberg,14,Stefan Eriksson,7,S,31.41,4842,ersättare,4683,15415,Lindesberg,67
"30,38",J,147508,Lindesberg,3,Ulf Axelsson,1,V,5.88,907,vald,4683,15415,Lindesberg,73
"30,38",J,147509,Lindesberg,3,Gunilla Remnert,2,V,5.88,907,vald,4683,15415,Lindesberg,64
"30,38",J,147510,Lindesberg,3,Hans Lindkvist,3,V,5.88,907,vald,4683,15415,Lindesberg,73
"30,38",,147511,Lindesberg,3,Maria Odheim Nielsen,1,V,5.88,907,ersättare,4683,15415,Lindesberg,69
"30,38",,147512,Lindesberg,3,Inger Söderberg,2,V,5.88,907,ersättare,4683,15415,Lindesberg,63
"30,38",J,122963,Lindesberg,1,Inger Griberg,1,MP,2.88,444,vald,4683,15415,Lindesberg,73
"30,38",,123553,Lindesberg,1,Agneta Nilsdotter,1,MP,2.88,444,ersättare,4683,15415,Lindesberg,53
"30,38",,124374,Lindesberg,1,Bengt Evertsson,2,MP,2.88,444,ersättare,4683,15415,Lindesberg,51
"30,38",P,65845,Lindesberg,9,Per Söderlund,1,SD,20.03,3088,vald,4683,15415,Lindesberg,46
"30,38",,65854,Lindesberg,9,Tommy Lönnström,1,SD,20.03,3088,ersättare,4683,15415,Lindesberg,53
"30,38",,65856,Lindesberg,9,Roger Gilén,2,SD,20.03,3088,ersättare,4683,15415,Lindesberg,78
"30,38",,65857,Lindesberg,9,Sheila Seijboldt,3,SD,20.03,3088,ersättare,4683,15415,Lindesberg,69
"30,38",,65858,Lindesberg,9,Lars Ljunggren,4,SD,20.03,3088,ersättare,4683,15415,Lindesberg,51
"30,38",J,65846,Lindesberg,9,Mats Seijboldt,2,SD,20.03,3088,vald,4683,15415,Lindesberg,57
"30,38",J,65847,Lindesberg,9,Jari Mehtäläinen,3,SD,20.03,3088,vald,4683,15415,Lindesberg,55
"30,38",J,65848,Lindesberg,9,Thord Durnell,4,SD,20.03,3088,vald,4683,15415,Lindesberg,70
"30,38",J,65849,Lindesberg,9,Fredrik Rosenbecker,5,SD,20.03,3088,vald,4683,15415,Lindesberg,72
"30,38",J,65850,Lindesberg,9,Björn Larsson,6,SD,20.03,3088,vald,4683,15415,Lindesberg,47
"30,38",J,65851,Lindesberg,9,Anders Eriksson,7,SD,20.03,3088,vald,4683,15415,Lindesberg,59
"30,38",J,65852,Lindesberg,9,Tom Persson,8,SD,20.03,3088,vald,4683,15415,Lindesberg,41
"30,38",J,65853,Lindesberg,9,Amanda Funk,9,SD,20.03,3088,vald,4683,15415,Lindesberg,24
"30,38",,65854,Lindesberg,9,Tommy Lönnström,1,SD,20.03,3088,ersättare,4683,15415,Lindesberg,53
"30,38",,65856,Lindesberg,9,Roger Gilén,2,SD,20.03,3088,ersättare,4683,15415,Lindesberg,78
"30,38",,65857,Lindesberg,9,Sheila Seijboldt,3,SD,20.03,3088,ersättare,4683,15415,Lindesberg,69
"30,38",,65858,Lindesberg,9,Lars Ljunggren,4,SD,20.03,3088,ersättare,4683,15415,Lindesberg,51
"30,38",,510364,Lindesberg,9,Krister Jakobsson,5,SD,20.03,3088,ersättare,4683,15415,Lindesberg,52
"30,38",P,57898,Lindesberg,1,Anders Persson,1,LPo,2.66,410,vald,4683,15415,Lindesberg,49
"30,38",,500695,Lindesberg,1,Åse Gustavsson,1,LPo,2.66,410,ersättare,4683,15415,Lindesberg,49
"30,38",,192766,Lindesberg,1,Mats Lagerman,2,LPo,2.66,410,ersättare,4683,15415,Lindesberg,66
"21,47",P,168324,Gävle,12,Patrik Stenvard,1,M,18.97,12628,vald,14297,66582,Gävle,45
"21,47",J,168325,Gävle,12,Anders Jansson,2,M,18.97,12628,vald,14297,66582,Gävle,62
"21,47",J,168326,Gävle,12,Birgittha Bjerkén,3,M,18.97,12628,vald,14297,66582,Gävle,65
"21,47",J,168327,Gävle,12,Måns Montell,4,M,18.97,12628,vald,14297,66582,Gävle,39
"21,47",J,168328,Gävle,12,EvaMarja Andersson,5,M,18.97,12628,vald,14297,66582,Gävle,63
"21,47",J,168329,Gävle,12,Pekka Seitola,6,M,18.97,12628,vald,14297,66582,Gävle,60
"21,47",J,168330,Gävle,12,Margareta Larsson,7,M,18.97,12628,vald,14297,66582,Gävle,71
"21,47",J,168331,Gävle,12,Niclas Bornegrim,8,M,18.97,12628,vald,14297,66582,Gävle,53
"21,47",J,168332,Gävle,12,Pia Jansson,9,M,18.97,12628,vald,14297,66582,Gävle,52
"21,47",J,168333,Gävle,12,William Elofsson,10,M,18.97,12628,vald,14297,66582,Gävle,23
"21,47",J,168334,Gävle,12,Lars Beckman,11,M,18.97,12628,vald,14297,66582,Gävle,50
"21,47",J,168335,Gävle,12,Ann-Charlotte Granath,12,M,18.97,12628,vald,14297,66582,Gävle,43
"21,47",,168336,Gävle,12,Lars Widén,1,M,18.97,12628,ersättare,14297,66582,Gävle,69
"21,47",,168337,Gävle,12,Emma Karlsson,2,M,18.97,12628,ersättare,14297,66582,Gävle,27
"21,47",,168338,Gävle,12,Lars-Göran Lundh,3,M,18.97,12628,ersättare,14297,66582,Gävle,70
"21,47",,168339,Gävle,12,Örjan Larsson,4,M,18.97,12628,ersättare,14297,66582,Gävle,41
"21,47",,168340,Gävle,12,Maud Lundh,5,M,18.97,12628,ersättare,14297,66582,Gävle,65
"21,47",,168341,Gävle,12,Therése Hammarberg,6,M,18.97,12628,ersättare,14297,66582,Gävle,42
"21,47",J,285697,Gävle,4,Margaretha Wedin,1,C,5.69,3790,vald,14297,66582,Gävle,66
"21,47",J,287548,Gävle,4,Erik Holmestig,2,C,5.69,3790,vald,14297,66582,Gävle,52
"21,47",J,374628,Gävle,4,Leena Bergander Wikström,3,C,5.69,3790,vald,14297,66582,Gävle,60
"21,47",J,287550,Gävle,4,Roland Ericsson,4,C,5.69,3790,vald,14297,66582,Gävle,73
"21,47",,287551,Gävle,4,Stéphanie Forsmark,1,C,5.69,3790,ersättare,14297,66582,Gävle,39
"21,47",,287552,Gävle,4,Elisabeth Carlsson,2,C,5.69,3790,ersättare,14297,66582,Gävle,54
"21,47",P,148331,Gävle,5,Helene Åkerlind,1,L,7.05,4691,vald,14297,66582,Gävle,52
"21,47",J,49180,Gävle,5,Per-Åke Fredriksson,2,L,7.05,4691,vald,14297,66582,Gävle,44
"21,47",J,148327,Gävle,5,Evelyn Klöverstedt,3,L,7.05,4691,vald,14297,66582,Gävle,57
"21,47",J,148350,Gävle,5,Kjell Helling,4,L,7.05,4691,vald,14297,66582,Gävle,67
"21,47",J,155572,Gävle,5,Lena Ödeen,5,L,7.05,4691,vald,14297,66582,Gävle,76
"21,47",,149496,Gävle,5,Tomas Engelmark,1,L,7.05,4691,ersättare,14297,66582,Gävle,42
"21,47",,148320,Gävle,5,Helena Englund,2,L,7.05,4691,ersättare,14297,66582,Gävle,54
"21,47",,148334,Gävle,5,John-Olof Hermanson,3,L,7.05,4691,ersättare,14297,66582,Gävle,73
"21,47",P,19638,Gävle,3,Jan Myléus,1,KD,4.54,3024,vald,14297,66582,Gävle,47
"21,47",J,19639,Gävle,3,Jan-Eric Andersson,2,KD,4.54,3024,vald,14297,66582,Gävle,52
"21,47",J,23794,Gävle,3,Martina Kyngäs,3,KD,4.54,3024,vald,14297,66582,Gävle,34
"21,47",,19640,Gävle,3,Lili André,1,KD,4.54,3024,ersättare,14297,66582,Gävle,48
"21,47",,19641,Gävle,3,Henrik Lindström,2,KD,4.54,3024,ersättare,14297,66582,Gävle,45
"21,47",J,148623,Gävle,21,Åsa Wiklund Lång,1,S,31.96,21280,vald,14297,66582,Gävle,47
"21,47",J,148624,Gävle,21,Jörgen Edsvik,2,S,31.96,21280,vald,14297,66582,Gävle,43
"21,47",J,148625,Gävle,21,Eva Älander,3,S,31.96,21280,vald,14297,66582,Gävle,35
"21,47",J,29149,Gävle,21,Daniel Olsson,4,S,31.96,21280,vald,14297,66582,Gävle,30
"21,47",J,148627,Gävle,21,Sanna Backeskog,5,S,31.96,21280,vald,14297,66582,Gävle,33
"21,47",J,29161,Gävle,21,Ahmed Amin,6,S,31.96,21280,vald,14297,66582,Gävle,30
"21,47",J,148629,Gävle,21,Mona Kolarby,7,S,31.96,21280,vald,14297,66582,Gävle,58
"21,47",J,148630,Gävle,21,Hans Wahlström,8,S,31.96,21280,vald,14297,66582,Gävle,76
"21,47",J,148631,Gävle,21,Matilda Sundquist Boox,9,S,31.96,21280,vald,14297,66582,Gävle,27
"21,47",J,148632,Gävle,21,Lars Öberg,10,S,31.96,21280,vald,14297,66582,Gävle,44
"21,47",J,148633,Gävle,21,Lena Säfström,11,S,31.96,21280,vald,14297,66582,Gävle,56
"21,47",J,148634,Gävle,21,Håkan Alenius,12,S,31.96,21280,vald,14297,66582,Gävle,51
"21,47",J,29354,Gävle,21,Emma Wannberg,13,S,31.96,21280,vald,14297,66582,Gävle,34
"21,47",J,148636,Gävle,21,Lars-Göran Ståhl,14,S,31.96,21280,vald,14297,66582,Gävle,68
"21,47",J,148637,Gävle,21,Lisa Trevitt,15,S,31.96,21280,vald,14297,66582,Gävle,37
"21,47",J,29355,Gävle,21,Hampus Forsmark,16,S,31.96,21280,vald,14297,66582,Gävle,40
"21,47",J,148639,Gävle,21,Kristina Hellström,17,S,31.96,21280,vald,14297,66582,Gävle,69
"21,47",J,148640,Gävle,21,Kent Edin,18,S,31.96,21280,vald,14297,66582,Gävle,66
"21,47",J,148641,Gävle,21,Sara Astner,19,S,31.96,21280,vald,14297,66582,Gävle,40
"21,47",J,148642,Gävle,21,Christoffer Rogsberg,20,S,31.96,21280,vald,14297,66582,Gävle,34
"21,47",J,148643,Gävle,21,Ewa Jansson,21,S,31.96,21280,vald,14297,66582,Gävle,52
"21,47",,148644,Gävle,21,Antti Vainio,1,S,31.96,21280,ersättare,14297,66582,Gävle,34
"21,47",,148645,Gävle,21,Leyla Tarhan,2,S,31.96,21280,ersättare,14297,66582,Gävle,44
"21,47",,148646,Gävle,21,Niklas Nygren,3,S,31.96,21280,ersättare,14297,66582,Gävle,44
"21,47",,148647,Gävle,21,Frida Olsson,4,S,31.96,21280,ersättare,14297,66582,Gävle,28
"21,47",,148648,Gävle,21,Damian Riveira Linares,5,S,31.96,21280,ersättare,14297,66582,Gävle,26
