id,kandidat,kommun,kryssandel,lista,namn,nr,parti,personkryss,valkrets,valsedelnummer
418785,,Mjölby,7.65,personval,Kristina Post,2,MP,40,Mjölby Kommun,
415601,,Mjölby,7.07,personval,Christoffer Sjögren,3,MP,37,Mjölby Kommun,
418787,,Mjölby,0.76,personval,Thomas Åkerblom,4,MP,4,Mjölby Kommun,
80843,,Mjölby,10.34,personval,Runar Öhman,1,SD,301,Mjölby Kommun,
80844,,Mjölby,3.91,personval,Jessica Miedl-Ohlsson,2,SD,114,Mjölby Kommun,
80845,,Mjölby,3.47,personval,Andreas Östensson,3,SD,101,Mjölby Kommun,
80847,,Mjölby,2.09,personval,Patrick Forsman,4,SD,61,Mjölby Kommun,
80862,,Mjölby,1.55,personval,Peter Gabrielsson,5,SD,45,Mjölby Kommun,
80858,,Mjölby,1.27,personval,Helena Dössing,6,SD,37,Mjölby Kommun,
80846,,Mjölby,1.24,personval,Fredrik Bertilsson,7,SD,36,Mjölby Kommun,
80866,,Mjölby,1.0,personval,Mikaela Miedl-Ohlsson,8,SD,29,Mjölby Kommun,
80868,,Mjölby,0.82,personval,Johan Holmberg,9,SD,24,Mjölby Kommun,
80852,,Mjölby,0.72,personval,Suzan Harfouch,10,SD,21,Mjölby Kommun,
80860,,Mjölby,0.62,personval,Lennart Backlund,11,SD,18,Mjölby Kommun,
80856,,Mjölby,0.62,personval,Roger Larsson,11,SD,18,Mjölby Kommun,
80849,,Mjölby,0.55,personval,Bodil Möller,13,SD,16,Mjölby Kommun,
80855,,Mjölby,0.55,personval,Lars Bodegård,13,SD,16,Mjölby Kommun,
80867,,Mjölby,0.52,personval,Jens Andersen,15,SD,15,Mjölby Kommun,
80864,,Mjölby,0.45,personval,Kenneth Backlund,16,SD,13,Mjölby Kommun,
80853,,Mjölby,0.41,personval,Monika Eriksson,17,SD,12,Mjölby Kommun,
80850,,Mjölby,0.34,personval,Eva Thörnqvist,18,SD,10,Mjölby Kommun,
80851,,Mjölby,0.27,personval,Martin Westergren,19,SD,8,Mjölby Kommun,
80848,,Mjölby,0.21,personval,Anders Rothman,20,SD,6,Mjölby Kommun,
80861,,Mjölby,0.21,personval,Lars Magnusson,20,SD,6,Mjölby Kommun,
80865,,Mjölby,0.21,personval,Sakuntala Buttho,20,SD,6,Mjölby Kommun,
80857,,Mjölby,0.07,personval,Urban Lysell,23,SD,2,Mjölby Kommun,
22928,,Upplands-Bro,13.65,personval,Fredrik Kjos,1,M,582,Upplands-Bro,
22936,,Upplands-Bro,4.95,personval,Minna Ahokas,2,M,211,Upplands-Bro,
22937,,Upplands-Bro,1.57,personval,Anders Åkerlind,3,M,67,Upplands-Bro,
25172,,Upplands-Bro,0.94,personval,Cecilia Norlin,4,M,40,Upplands-Bro,
25151,,Upplands-Bro,0.94,personval,Kaj Bergenhill,4,M,40,Upplands-Bro,
172391,,Upplands-Bro,0.59,personval,Joakim Bencker,6,M,25,Upplands-Bro,
25167,,Upplands-Bro,0.56,personval,Lena Åkerlind,7,M,24,Upplands-Bro,
25156,,Upplands-Bro,0.47,personval,Paul Gustafsson,8,M,20,Upplands-Bro,
12823,,Upplands-Bro,0.45,personval,Masoud Zadeh,9,M,19,Upplands-Bro,
25157,,Upplands-Bro,0.42,personval,Lisbeth Waern,10,M,18,Upplands-Bro,
25162,,Upplands-Bro,0.4,personval,Rolf Andersson,11,M,17,Upplands-Bro,
22947,,Upplands-Bro,0.38,personval,Marcus Sköld,12,M,16,Upplands-Bro,
25165,,Upplands-Bro,0.38,personval,Mats Högberg,12,M,16,Upplands-Bro,
25160,,Upplands-Bro,0.26,personval,Jan Jansson,14,M,11,Upplands-Bro,
25163,,Upplands-Bro,0.26,personval,Stanislaw Lewalski,14,M,11,Upplands-Bro,
25168,,Upplands-Bro,0.21,personval,Armin Khajehdehi,16,M,9,Upplands-Bro,
25158,,Upplands-Bro,0.21,personval,Björn Elfvelin,16,M,9,Upplands-Bro,
22955,,Upplands-Bro,0.21,personval,Göran Malmestedt,16,M,9,Upplands-Bro,
25171,,Upplands-Bro,0.16,personval,Daniel Walfridsson,19,M,7,Upplands-Bro,
25164,,Upplands-Bro,0.12,personval,Lars Axelsson,20,M,5,Upplands-Bro,
25155,,Upplands-Bro,0.12,personval,Mait Johansson,20,M,5,Upplands-Bro,
25166,,Upplands-Bro,0.09,personval,Arne Vallqvist,22,M,4,Upplands-Bro,
25169,,Upplands-Bro,0.07,personval,Kerstin Molander,23,M,3,Upplands-Bro,
25170,,Upplands-Bro,0.02,personval,Erling Weibust,24,M,1,Upplands-Bro,
76954,,Upplands-Bro,10.64,personval,Lisa Edwards,1,C,88,Upplands-Bro,
144210,,Upplands-Bro,2.66,personval,Daphne Borg Frithiofsen,2,C,22,Upplands-Bro,
144206,,Upplands-Bro,2.42,personval,Mattias Peterson,3,C,20,Upplands-Bro,
123481,,Upplands-Bro,2.3,personval,Michelle Lindahl,4,C,19,Upplands-Bro,
144211,,Upplands-Bro,1.93,personval,Pedro Talavera,5,C,16,Upplands-Bro,
123477,,Upplands-Bro,1.69,personval,Ricard Wikman Koljo,6,C,14,Upplands-Bro,
144218,,Upplands-Bro,1.45,personval,Göran Söderqvist,7,C,12,Upplands-Bro,
144215,,Upplands-Bro,0.6,personval,Berit Brofalk,8,C,5,Upplands-Bro,
144213,,Upplands-Bro,0.6,personval,Lars Malmström,8,C,5,Upplands-Bro,
144209,,Upplands-Bro,0.6,personval,Lars Thomasson,8,C,5,Upplands-Bro,
144214,,Upplands-Bro,0.36,personval,Ingrid Eriksson,11,C,3,Upplands-Bro,
144216,,Upplands-Bro,0.36,personval,Liselotte Lundgren,11,C,3,Upplands-Bro,
144212,,Upplands-Bro,0.24,personval,Emine Peterson Ersoy,13,C,2,Upplands-Bro,
254966,,Upplands-Bro,5.96,personval,Martin Normark,1,L,93,Upplands-Bro,
260692,,Upplands-Bro,4.42,personval,Nawal Al-Ibrahim,2,L,69,Upplands-Bro,
260690,,Upplands-Bro,2.82,personval,Linda Du Rietz,3,L,44,Upplands-Bro,
260700,,Upplands-Bro,2.37,personval,Ulf Hilonen,4,L,37,Upplands-Bro,
260691,,Upplands-Bro,2.24,personval,Börje Wredén,5,L,35,Upplands-Bro,
260689,,Upplands-Bro,1.67,personval,Hans Åberg,6,L,26,Upplands-Bro,
260694,,Upplands-Bro,1.15,personval,Marianne Stigle,7,L,18,Upplands-Bro,
260696,,Upplands-Bro,0.9,personval,Iréne Eklöf,8,L,14,Upplands-Bro,
260695,,Upplands-Bro,0.64,personval,André Javdan,9,L,10,Upplands-Bro,
260703,,Upplands-Bro,0.51,personval,Ingemar Hägg,10,L,8,Upplands-Bro,
260698,,Upplands-Bro,0.38,personval,Ingela Nordebo,11,L,6,Upplands-Bro,
260693,,Upplands-Bro,0.32,personval,Anders Eklöf,12,L,5,Upplands-Bro,
260705,,Upplands-Bro,0.32,personval,Malte Hildingsson,12,L,5,Upplands-Bro,
260699,,Upplands-Bro,0.26,personval,Gunnar Gredenman,14,L,4,Upplands-Bro,
260701,,Upplands-Bro,0.26,personval,Monica Nordebo,14,L,4,Upplands-Bro,
260697,,Upplands-Bro,0.26,personval,Sören Fridman,14,L,4,Upplands-Bro,
260707,,Upplands-Bro,0.19,personval,Gunnar Kvarnefalk,17,L,3,Upplands-Bro,
260706,,Upplands-Bro,0.13,personval,Lennart Stigle,18,L,2,Upplands-Bro,
260704,,Upplands-Bro,0.13,personval,Niklas Odelberg,18,L,2,Upplands-Bro,
260702,,Upplands-Bro,0.06,personval,Dimitri Christidis,20,L,1,Upplands-Bro,
179322,,Upplands-Bro,15.78,personval,Jan-Erik Björk,1,KD,175,Upplands-Bro,
179320,,Upplands-Bro,8.48,personval,Jan Stefansson,2,KD,94,Upplands-Bro,
179323,,Upplands-Bro,3.34,personval,Karl-Erik Lindholm,3,KD,37,Upplands-Bro,
179331,,Upplands-Bro,2.25,personval,Gunilla Nyberg,4,KD,25,Upplands-Bro,
179327,,Upplands-Bro,2.07,personval,Anna-Maj Lilly,5,KD,23,Upplands-Bro,
179321,,Upplands-Bro,1.98,personval,Tina Teljstedt,6,KD,22,Upplands-Bro,
179328,,Upplands-Bro,1.35,personval,Daniele Spagnolo,7,KD,15,Upplands-Bro,
179325,,Upplands-Bro,1.26,personval,Ingvar Landälv,8,KD,14,Upplands-Bro,
179324,,Upplands-Bro,1.08,personval,Marlene Juthstrand,9,KD,12,Upplands-Bro,
179332,,Upplands-Bro,0.63,personval,Tommy Wiberg,10,KD,7,Upplands-Bro,
179333,,Upplands-Bro,0.54,personval,Marianne Manell,11,KD,6,Upplands-Bro,
179330,,Upplands-Bro,0.54,personval,Sofia Nordell Ogenvall,11,KD,6,Upplands-Bro,
179336,,Upplands-Bro,0.45,personval,Björne Rääf,13,KD,5,Upplands-Bro,
179334,,Upplands-Bro,0.45,personval,Per-Erik Nordell,13,KD,5,Upplands-Bro,
179335,,Upplands-Bro,0.36,personval,Lars Flank,15,KD,4,Upplands-Bro,
179337,,Upplands-Bro,0.09,personval,Björn Gustafsson,16,KD,1,Upplands-Bro,
179326,,Upplands-Bro,0.09,personval,Linus Stefansson,16,KD,1,Upplands-Bro,
164094,,Upplands-Bro,11.19,personval,Camilla Janson,1,S,499,Upplands-Bro,
164102,,Upplands-Bro,2.11,personval,Hibo Salad Ali,2,S,94,Upplands-Bro,
164101,,Upplands-Bro,1.86,personval,Naser Vukovic,3,S,83,Upplands-Bro,
164095,,Upplands-Bro,1.5,personval,Rolf Nersing,4,S,67,Upplands-Bro,
164098,,Upplands-Bro,1.19,personval,Linda Pettersson,5,S,53,Upplands-Bro,
164099,,Upplands-Bro,1.08,personval,Rasmus Lindstedt,6,S,48,Upplands-Bro,
164100,,Upplands-Bro,1.03,personval,Kerstin Ahlin,7,S,46,Upplands-Bro,
164105,,Upplands-Bro,0.92,personval,Seid Alajbegovic,8,S,41,Upplands-Bro,
164110,,Upplands-Bro,0.63,personval,Linnea Nilsson,9,S,28,Upplands-Bro,
164097,,Upplands-Bro,0.54,personval,Björn-Inge Björnberg,10,S,24,Upplands-Bro,
164096,,Upplands-Bro,0.52,personval,Catharina Andersson,11,S,23,Upplands-Bro,
164106,,Upplands-Bro,0.52,personval,Helena Austrell,11,S,23,Upplands-Bro,
164117,,Upplands-Bro,0.49,personval,Morgan Lindholm,13,S,22,Upplands-Bro,
164113,,Upplands-Bro,0.47,personval,Bassem Majid,14,S,21,Upplands-Bro,
164116,,Upplands-Bro,0.45,personval,Jane Eklund,15,S,20,Upplands-Bro,
101492,,Upplands-Bro,0.4,personval,Sven-Inge Nylund,16,S,18,Upplands-Bro,
101509,,Upplands-Bro,0.36,personval,Annika Falk,17,S,16,Upplands-Bro,
164107,,Upplands-Bro,0.27,personval,Kimmo Lindstedt,18,S,12,Upplands-Bro,
164119,,Upplands-Bro,0.25,personval,Kristian Cronsell,19,S,11,Upplands-Bro,
164108,,Upplands-Bro,0.25,personval,Mary Svenberg,19,S,11,Upplands-Bro,
164111,,Upplands-Bro,0.2,personval,Conny Timan,21,S,9,Upplands-Bro,
164109,,Upplands-Bro,0.2,personval,Jan Lannefelt,21,S,9,Upplands-Bro,
164128,,Upplands-Bro,0.18,personval,Anna Johansson,23,S,8,Upplands-Bro,
164118,,Upplands-Bro,0.16,personval,Lorena Ferrari Talavera,24,S,7,Upplands-Bro,
164114,,Upplands-Bro,0.13,personval,Birgitta Nylund,25,S,6,Upplands-Bro,
164115,,Upplands-Bro,0.11,personval,Anders Eklund,26,S,5,Upplands-Bro,
164121,,Upplands-Bro,0.09,personval,Sadid Hossain,27,S,4,Upplands-Bro,
164126,,Upplands-Bro,0.07,personval,Birgitta Holmström,28,S,3,Upplands-Bro,
164112,,Upplands-Bro,0.04,personval,Anni Ullberg,29,S,2,Upplands-Bro,
164125,,Upplands-Bro,0.04,personval,Bengt Johansson,29,S,2,Upplands-Bro,
101499,,Upplands-Bro,0.04,personval,Lilja Johansson Lindfors,29,S,2,Upplands-Bro,
164127,,Upplands-Bro,0.04,personval,Per-Åke Lilja,29,S,2,Upplands-Bro,
164137,,Upplands-Bro,0.02,personval,Jan Westin,33,S,1,Upplands-Bro,
164133,,Upplands-Bro,0.02,personval,Leif Janson,33,S,1,Upplands-Bro,
164122,,Upplands-Bro,0.02,personval,Maggan Cervinger,33,S,1,Upplands-Bro,
243831,,Upplands-Bro,9.72,personval,Kerstin Åkare,1,V,107,Upplands-Bro,
361959,,Upplands-Bro,6.99,personval,Khalouta Simba,2,V,77,Upplands-Bro,
361964,,Upplands-Bro,3.36,personval,Khurshid Chowdhury,3,V,37,Upplands-Bro,
361971,,Upplands-Bro,1.82,personval,Amna Akhter,4,V,20,Upplands-Bro,
361973,,Upplands-Bro,1.82,personval,Mónica Vásquez,4,V,20,Upplands-Bro,
361960,,Upplands-Bro,1.73,personval,Annelies Lindblom,6,V,19,Upplands-Bro,
362922,,Upplands-Bro,1.63,personval,Sussanne Persson,7,V,18,Upplands-Bro,
361958,,Upplands-Bro,1.45,personval,[Inte lämnat förklaring],8,V,16,Upplands-Bro,
361968,,Upplands-Bro,1.36,personval,Amal Yazigi,9,V,15,Upplands-Bro,
361962,,Upplands-Bro,0.73,personval,Kristina Henriksson,10,V,8,Upplands-Bro,
361957,,Upplands-Bro,0.64,personval,Erik Karlsson,11,V,7,Upplands-Bro,
361967,,Upplands-Bro,0.64,personval,Martin Arovén,11,V,7,Upplands-Bro,
361969,,Upplands-Bro,0.36,personval,Cecilia Golborne,13,V,4,Upplands-Bro,
361963,,Upplands-Bro,0.27,personval,Anita Edman,14,V,3,Upplands-Bro,
361961,,Upplands-Bro,0.27,personval,Kjell A Johansson,14,V,3,Upplands-Bro,
361965,,Upplands-Bro,0.27,personval,Malin Makboul,14,V,3,Upplands-Bro,
361970,,Upplands-Bro,0.18,personval,Hans-Göran Enedahl,17,V,2,Upplands-Bro,
361972,,Upplands-Bro,0.09,personval,Sven Örnsten,18,V,1,Upplands-Bro,
242300,,Upplands-Bro,8.18,personval,Sara Ridderstedt,1,MP,48,Upplands-Bro,
242301,,Upplands-Bro,7.16,personval,Andrée Wright,2,MP,42,Upplands-Bro,
242302,,Upplands-Bro,4.26,personval,Cecilia Nielsen,3,MP,25,Upplands-Bro,
242306,,Upplands-Bro,3.41,personval,Mariana Ledesma,4,MP,20,Upplands-Bro,
242305,,Upplands-Bro,1.36,personval,Tilman D Thulesius,5,MP,8,Upplands-Bro,
242304,,Upplands-Bro,0.34,personval,Kerstin Krantz Durhagen,6,MP,2,Upplands-Bro,
67263,,Upplands-Bro,8.04,personval,Katarina Olofsson,1,SD,231,Upplands-Bro,
67264,,Upplands-Bro,5.19,personval,Andreas Persson,2,SD,149,Upplands-Bro,
67265,,Upplands-Bro,2.79,personval,Johan Silversjö,3,SD,80,Upplands-Bro,
67267,,Upplands-Bro,2.58,personval,Helena Lundgren,4,SD,74,Upplands-Bro,
67273,,Upplands-Bro,2.26,personval,Mats Zettmar,5,SD,65,Upplands-Bro,
67272,,Upplands-Bro,1.67,personval,Annette Nyberg,6,SD,48,Upplands-Bro,
67266,,Upplands-Bro,1.6,personval,Johan Tholander,7,SD,46,Upplands-Bro,
67268,,Upplands-Bro,1.39,personval,Jan Ramstedt,8,SD,40,Upplands-Bro,
67271,,Upplands-Bro,0.97,personval,Agnieszka Silversjö,9,SD,28,Upplands-Bro,
67270,,Upplands-Bro,0.56,personval,Börje Svensson,10,SD,16,Upplands-Bro,
67274,,Upplands-Bro,0.52,personval,Jörgen Ättner,11,SD,15,Upplands-Bro,
67275,,Upplands-Bro,0.31,personval,Stefan Andersson,12,SD,9,Upplands-Bro,
168425,,Hofors,11.09,personval,Ziita Eriksson,1,M,63,Hofors,
168426,,Hofors,8.8,personval,Alf Persson,2,M,50,Hofors,
168428,,Hofors,3.17,personval,Daniel Nyström,3,M,18,Hofors,
168429,,Hofors,2.11,personval,Jonathan Klaussen,4,M,12,Hofors,
168427,,Hofors,1.94,personval,Eva Julin,5,M,11,Hofors,
168432,,Hofors,1.23,personval,Per Tjerneld,6,M,7,Hofors,
168433,,Hofors,0.18,personval,Johnny Eriksson,7,M,1,Hofors,
168431,,Hofors,0.18,personval,Solveig Eriksson,7,M,1,Hofors,
315712,,Hofors,10.19,personval,Hans Larsson,1,C,43,Hofors,
316814,,Hofors,3.32,personval,Ann-Sofie Stenbacka,2,C,14,Hofors,
316813,,Hofors,3.32,personval,Jakob Staland,2,C,14,Hofors,
316827,,Hofors,1.9,personval,Helena Blom,4,C,8,Hofors,
316824,,Hofors,1.66,personval,Ewa Löfgren,5,C,7,Hofors,
316815,,Hofors,1.42,personval,Alice Lindgren,6,C,6,Hofors,
316819,,Hofors,1.42,personval,Esbjörn Andersson,6,C,6,Hofors,
316817,,Hofors,1.42,personval,Iréne Johnsson,6,C,6,Hofors,
316816,,Hofors,1.18,personval,Per Berglund,9,C,5,Hofors,
316825,,Hofors,0.95,personval,Lars Lindroth,10,C,4,Hofors,
316828,,Hofors,0.47,personval,Arne Engström,11,C,2,Hofors,
316820,,Hofors,0.47,personval,Ingrid Andersson,11,C,2,Hofors,
168734,,Hofors,31.7,personval,Arne Evertsson,1,L,162,Hofors,
168736,,Hofors,6.26,personval,Cia Norberg,2,L,32,Hofors,
168737,,Hofors,2.94,personval,Peter Hillblom,3,L,15,Hofors,
168735,,Hofors,2.54,personval,Torbjörn Nordström,4,L,13,Hofors,
237306,,Hofors,0.59,personval,Elin Evertsson,5,L,3,Hofors,
211125,,Hofors,0.2,personval,Inga-Lisa Käll,6,L,1,Hofors,
11128,,Hofors,13.7,personval,[Inte lämnat förklaring],1,KD,20,Hofors,
11127,,Hofors,10.96,personval,Annika Norup,2,KD,16,Hofors,
11133,,Hofors,5.48,personval,Ann-Christine Sandgren,3,KD,8,Hofors,
11130,,Hofors,1.37,personval,Monica Klaussén,4,KD,2,Hofors,
11129,,Hofors,0.68,personval,Ninni Paavola,5,KD,1,Hofors,
29151,,Hofors,9.22,personval,Daniel Johansson,1,S,186,Hofors,
29470,,Hofors,5.8,personval,Linda-Marie Anttila,2,S,117,Hofors,
29371,,Hofors,1.24,personval,Hayat Karimi,3,S,25,Hofors,
29475,,Hofors,1.04,personval,Tomas Isaksson,4,S,21,Hofors,
29473,,Hofors,0.99,personval,Kenneth Axling,5,S,20,Hofors,
29160,,Hofors,0.89,personval,Mari Rasjö,6,S,18,Hofors,
29322,,Hofors,0.79,personval,Marie-Louise Dangardt,7,S,16,Hofors,
29368,,Hofors,0.59,personval,Diana Blomgren,8,S,12,Hofors,
29477,,Hofors,0.59,personval,Kjell Höglin,8,S,12,Hofors,
29490,,Hofors,0.55,personval,Pia de Veen,10,S,11,Hofors,
29496,,Hofors,0.5,personval,Carolin Brännvall,11,S,10,Hofors,
29346,,Hofors,0.5,personval,Remzija Kolasinac,11,S,10,Hofors,
29488,,Hofors,0.5,personval,Theres Brend,11,S,10,Hofors,
29479,,Hofors,0.35,personval,Robert Vestrin,14,S,7,Hofors,
29476,,Hofors,0.35,personval,Tiina Kauppi,14,S,7,Hofors,
29489,,Hofors,0.3,personval,Juha Könönen,16,S,6,Hofors,
29499,,Hofors,0.3,personval,Pontus Lundin,16,S,6,Hofors,
29481,,Hofors,0.3,personval,Tomas Fröjd,16,S,6,Hofors,
29483,,Hofors,0.3,personval,Torbjörn Jansson,16,S,6,Hofors,
29480,,Hofors,0.25,personval,Anette Björk,20,S,5,Hofors,
29482,,Hofors,0.25,personval,Eva Lindberg,20,S,5,Hofors,
29484,,Hofors,0.25,personval,Madelene Saletti,20,S,5,Hofors,
29485,,Hofors,0.2,personval,Gunnar Bergkvist,23,S,4,Hofors,
29486,,Hofors,0.15,personval,Vigdis Nymo Löfgren,24,S,3,Hofors,
29500,,Hofors,0.1,personval,Birgitta Lööf,25,S,2,Hofors,
29337,,Hofors,0.1,personval,Hans Hellström,25,S,2,Hofors,
29492,,Hofors,0.1,personval,Ing-Marie Möller Andersen,25,S,2,Hofors,
29506,,Hofors,0.1,personval,Kristina Svedin,25,S,2,Hofors,
29501,,Hofors,0.05,personval,Jalil Mohammad Reza,29,S,1,Hofors,
29502,,Hofors,0.05,personval,Marie Thunström,29,S,1,Hofors,
29505,,Hofors,0.05,personval,Timo Viiperi,29,S,1,Hofors,
282115,,Hofors,9.64,personval,Carina Halfvars,1,V,61,Hofors,
282114,,Hofors,4.9,personval,Xamuel Gonzalez,2,V,31,Hofors,
282117,,Hofors,3.16,personval,Susanna Wintherhamre,3,V,20,Hofors,
282116,,Hofors,3.0,personval,Olivia Drugge Wikman,4,V,19,Hofors,
282118,,Hofors,2.05,personval,Linda Lundberg,5,V,13,Hofors,
282120,,Hofors,1.58,personval,Amanda Drugge Wikman,6,V,10,Hofors,
282119,,Hofors,1.58,personval,Daniel Wintherhamre,6,V,10,Hofors,
282125,,Hofors,1.11,personval,Simon Ridderström,8,V,7,Hofors,
282121,,Hofors,0.63,personval,Gabriella Eidhagen,9,V,4,Hofors,
282122,,Hofors,0.63,personval,Gunnar Halfvars,9,V,4,Hofors,
282123,,Hofors,0.16,personval,Gunilla Westling,11,V,1,Hofors,
146133,,Hofors,8.82,personval,Margon Johansen,1,SD,67,Hofors,
146135,,Hofors,5.66,personval,Sten Pettersson,2,SD,43,Hofors,
146134,,Hofors,5.39,personval,Charlie Ahlholm,3,SD,41,Hofors,
146136,,Hofors,4.74,personval,Tomas Löfqvist,4,SD,36,Hofors,
146137,,Hofors,1.58,personval,Ian Jokinen,5,SD,12,Hofors,
514578,,Hofors,0.92,personval,Sara Oskarsson,6,SD,7,Hofors,
514582,,Hofors,0.66,personval,Kenneth Bergkvist,7,SD,5,Hofors,
514583,,Hofors,0.13,personval,Ilkka Konttaniemi,8,SD,1,Hofors,
514580,,Hofors,0.13,personval,Inger Johansson,8,SD,1,Hofors,
505746,,Hofors,13.16,personval,Kent Andersson,1,HOP,130,Hofors,
505745,,Hofors,8.5,personval,Anne Persson,2,HOP,84,Hofors,
505752,,Hofors,6.98,personval,Johan Ericsson,3,HOP,69,Hofors,
505753,,Hofors,6.68,personval,Daniel Modén,4,HOP,66,Hofors,
505748,,Hofors,5.36,personval,Anders Björk,5,HOP,53,Hofors,
505749,,Hofors,3.14,personval,Sanna Stenberg,6,HOP,31,Hofors,
505747,,Hofors,2.63,personval,Gry Sjöberg,7,HOP,26,Hofors,
505750,,Hofors,0.71,personval,Håkan Nelin,8,HOP,7,Hofors,
515930,,Hofors,0.1,personval,Johan Stenberg,9,HOP,1,Hofors,
311907,,Hofors,14.14,personval,Kent Olsson,1,FHT,14,Hofors,
311908,,Hofors,9.09,personval,Anna Magnusson,2,FHT,9,Hofors,
311909,,Hofors,2.02,personval,Jyrki Malja,3,FHT,2,Hofors,
311912,,Hofors,2.02,personval,Ulla Britt Magnusson,3,FHT,2,Hofors,
311911,,Hofors,1.01,personval,Tyrone Söderman,5,FHT,1,Hofors,
254150,,Härryda,9.94,personval,Per Vorberg,1,M,573,Härryda,
254417,,Härryda,2.24,personval,Eva-Lotta Liljenzin,2,M,129,Härryda,
254418,,Härryda,0.95,personval,Grim Pedersen,3,M,55,Härryda,
254176,,Härryda,0.92,personval,Roger Nordman,4,M,53,Härryda,
254437,,Härryda,0.92,personval,Thomas Anderberg,4,M,53,Härryda,
253929,,Härryda,0.83,personval,Mikael Johannison,6,M,48,Härryda,
254419,,Härryda,0.76,personval,Kersti Lagergren,7,M,44,Härryda,
254433,,Härryda,0.52,personval,Weine Samuelsson,8,M,30,Härryda,
254420,,Härryda,0.43,personval,Hans Larsson,9,M,25,Härryda,
254439,,Härryda,0.42,personval,Britt Nedestam,10,M,24,Härryda,
254425,,Härryda,0.38,personval,Kristina Andrén,11,M,22,Härryda,
254440,,Härryda,0.28,personval,Matina Dureesèn,12,M,16,Härryda,
254188,,Härryda,0.26,personval,Rickard Rosengren,13,M,15,Härryda,
254438,,Härryda,0.24,personval,Anna-Karin Andersson,14,M,14,Härryda,
254428,,Härryda,0.24,personval,Ulrika Nordenstam,14,M,14,Härryda,
254432,,Härryda,0.21,personval,Hengameh Mokhtari Madjd,16,M,12,Härryda,
254436,,Härryda,0.21,personval,Katia Petkova,16,M,12,Härryda,
254426,,Härryda,0.19,personval,Gunnar Häggström,18,M,11,Härryda,
254189,,Härryda,0.19,personval,Sven Karlsson,18,M,11,Härryda,
254435,,Härryda,0.17,personval,Karin Wickman,20,M,10,Härryda,
254430,,Härryda,0.12,personval,Bengt Johansson,21,M,7,Härryda,
254431,,Härryda,0.12,personval,Eva Karlsson,21,M,7,Härryda,
254443,,Härryda,0.12,personval,Tommy Brundin,21,M,7,Härryda,
254441,,Härryda,0.09,personval,Håkan Söderström,24,M,5,Härryda,
254444,,Härryda,0.09,personval,Owe Willingskär,24,M,5,Härryda,
254434,,Härryda,0.07,personval,Anders Norlin,26,M,4,Härryda,
254429,,Härryda,0.07,personval,Ingemar Lindblom,26,M,4,Härryda,
254427,,Härryda,0.07,personval,Jan Andersson,26,M,4,Härryda,
167814,,Härryda,8.3,personval,Maria Kornevik Jakobsson,1,C,159,Härryda,
167818,,Härryda,2.24,personval,Tony Wahl,2,C,43,Härryda,
167816,,Härryda,1.83,personval,Gun Wågsjö,3,C,35,Härryda,
167819,,Härryda,1.41,personval,Elin Germgård,4,C,27,Härryda,
167815,,Härryda,1.41,personval,Ronny Sjöberg,4,C,27,Härryda,
167817,,Härryda,1.3,personval,Fredrik Mossmark,6,C,25,Härryda,
167821,,Härryda,1.3,personval,Martin Helgegren,6,C,25,Härryda,
167828,,Härryda,1.15,personval,Frida Lindström,8,C,22,Härryda,
167820,,Härryda,0.99,personval,Julia Barske,9,C,19,Härryda,
167825,,Härryda,0.78,personval,Ingun Rönnborn,10,C,15,Härryda,
167827,,Härryda,0.52,personval,Margareta Söderström Thor,11,C,10,Härryda,
167829,,Härryda,0.37,personval,Lars Thomsson,12,C,7,Härryda,
167830,,Härryda,0.31,personval,Kitt Rehn-Magnusson,13,C,6,Härryda,
167823,,Härryda,0.31,personval,Pernilla Sjöberg,13,C,6,Härryda,
167826,,Härryda,0.26,personval,Hans Jakobsson,15,C,5,Härryda,
167822,,Härryda,0.1,personval,Peter Börjesson,16,C,2,Härryda,
167824,,Härryda,0.05,personval,Christer Holmberg,17,C,1,Härryda,
276137,,Härryda,3.88,personval,David Dinsdale,1,L,78,Härryda,
276138,,Härryda,3.38,personval,Ing-Marie Rydén Höök,2,L,68,Härryda,
276142,,Härryda,2.44,personval,Erik Lagerström,3,L,49,Härryda,
276141,,Härryda,2.44,personval,Lars-Magnus Frisk,3,L,49,Härryda,
276140,,Härryda,2.29,personval,Anita Anger,5,L,46,Härryda,
276143,,Härryda,1.59,personval,Valentina Vokshi,6,L,32,Härryda,
276139,,Härryda,1.14,personval,Anders Halldén,7,L,23,Härryda,
276149,,Härryda,0.99,personval,Pär Lundqvist,8,L,20,Härryda,
276153,,Härryda,0.8,personval,Inger Lerén,9,L,16,Härryda,
276155,,Härryda,0.65,personval,Therese Blom,10,L,13,Härryda,
276156,,Härryda,0.5,personval,Hans Hofflander,11,L,10,Härryda,
276144,,Härryda,0.45,personval,[Inte lämnat förklaring],12,L,9,Härryda,
276147,,Härryda,0.45,personval,Sofie Krall,12,L,9,Härryda,
276150,,Härryda,0.4,personval,Inger Hildén,14,L,8,Härryda,
276145,,Härryda,0.3,personval,Peter Herrmann,15,L,6,Härryda,
276148,,Härryda,0.3,personval,Roger Treutiger,15,L,6,Härryda,
276151,,Härryda,0.2,personval,Per Löveröd,17,L,4,Härryda,
276157,,Härryda,0.15,personval,Göran Hildén,18,L,3,Härryda,
276146,,Härryda,0.1,personval,Claes Anger,19,L,2,Härryda,
